﻿編號,行政區,機構類別,合約醫療院所名稱,連絡電話,地址
588,霧峰區,衛生所,臺中市霧峰區衛生所,(04)23393022,臺中市霧峰區民生路1-9號
589,霧峰區,合約醫療院所,亞洲大學附屬醫院,(04)23339888,臺中市霧峰區福新路222號
590,霧峰區,合約醫療院所,蔡明哲小兒科診所,(04)23338728,臺中市霧峰區中正路1102號
591,霧峰區,合約醫療院所,劉暄峰小兒科診所,(04)23332418,臺中市霧峰區中正路1141號
592,霧峰區,合約醫療院所,謝煌德小兒科診所,(04)23314766,臺中市霧峰區中正路988號1樓
593,霧峰區,合約醫療院所,合康診所,(04)23330268,臺中市霧峰區中正路802-1號
594,霧峰區,合約醫療院所,天仁小兒科診所,(04)23336678,臺中市霧峰區中正路969號
595,霧峰區,合約醫療院所,金寶貝診所,(04)23303008,臺中市霧峰區中正路882號
596,霧峰區,合約醫療院所,本堂澄清醫院,(04)23390000,臺中市霧峰區中正路718號
597,霧峰區,合約醫療院所,陳儀崇診所,(04)23391349,臺中市霧峰區萊園路6-1號
598,霧峰區,合約醫療院所,平奚診所,(04)23332684,臺中市霧峰區四德路408號
599,大肚區,衛生所,臺中市大肚區衛生所,(04)26992111,臺中市大肚區榮華街1號
600,大肚區,合約醫療院所,欣民診所,(04)26983481,臺中市大肚區沙田路二段625號一樓
601,大肚區,合約醫療院所,大度診所,(04)26993637,臺中市大肚區沙田路二段621號
602,大肚區,合約醫療院所,百健診所,(04)26999920,臺中市大肚區沙田路二段614號
603,大肚區,合約醫療院所,天祐診所,(04)26930035,臺中市大肚區沙田路一段510號
604,大肚區,合約醫療院所,易昇診所,(04)26916066,臺中市大肚區遊園路二段188號
605,大肚區,合約醫療院所,自強診所,(04)26914188,臺中市大肚區遊園路二段206號
606,大肚區,合約醫療院所,明安診所,(04)26935789,臺中市大肚區沙田路一段404號
607,大肚區,合約醫療院所,其安診所,(04)26935789,臺中市大肚區沙田路一段404號
608,大肚區,合約醫療院所,培安診所,(04)26935789,臺中市大肚區沙田路一段404號
609,梧棲區,衛生所,臺中市梧棲區衛生所,(04)26562809,臺中市梧棲區中正里雲集街70巷3號
610,梧棲區,合約醫療院所,童綜合醫療社團法人童綜合醫院,(04)26581919,臺中市梧棲區臺灣大道八段699號
611,梧棲區,合約醫療院所,明德醫院,(04)26579595,臺中市梧棲區仁美街33巷50號
612,梧棲區,合約醫療院所,忠港醫院,(04)26580298,臺中市梧棲區中興路49號
613,梧棲區,合約醫療院所,啟恩診所,(04)26562268,臺中市梧棲區中和街81號
614,梧棲區,合約醫療院所,明生診所,(04)26561456,臺中市梧棲區中央路一段931號
615,梧棲區,合約醫療院所,瑞比診所,(04)26576117,臺中市梧棲區港埠路一段827巷2號
616,梧棲區,合約醫療院所,安心診所,(04)26562059,臺中市梧棲區港埠路一段1115號
617,梧棲區,合約醫療院所,義德診所,(04)26577657,臺中市梧棲區文昌路164號
618,后里區,衛生所,臺中市后里區衛生所,(04)25562048,臺中市后里區公安路86號
619,后里區,合約醫療院所,吉泰診所,(04)25585980,臺中市后里區甲后路一段165號1樓、167號1樓
620,后里區,合約醫療院所,后里維恩耳鼻喉科診所,(04)25586608,臺中市后里區甲后路一段480號1樓
621,后里區,合約醫療院所,光仁診所,(04)25562501,臺中市后里區三豐路4段17號1樓
622,后里區,合約醫療院所,后安診所,(04)25587800,臺中市后里區甲后路一段315號1樓
623,后里區,合約醫療院所,甲后莊醫師診所,(04)25586608,臺中市后里區甲后路一段480號1樓
624,后里區,合約醫療院所,施博元診所,(04)25572699,臺中市后里區民生路220號
625,后里區,合約醫療院所,蕭天讚小兒科診所,(04)25584352,臺中市后里區甲后路一段589號1樓
626,后里區,合約醫療院所,張偉煌診所,(04)25580008,臺中市后里區三豐路三段1070號1樓
627,后里區,合約醫療院所,國泰診所,(04)25577378,臺中市后里區甲后路一段255號1樓
628,后里區,合約醫療院所,資生診所,(04)25562059,臺中市后里區四村路61號
629,后里區,合約醫療院所,嘉家診所,(04)25572687,臺中市后里區民生路82號1樓
630,后里區,合約醫療院所,后豐診所,(04)25585358,臺中市后里區三豐路四段61號1、2、3樓
631,東勢區,衛生所,臺中市東勢區衛生所,(04)25873872,臺中市東勢區豐勢路490號
632,東勢區,合約醫療院所,長頸鹿小兒科診所,(04)25771809,臺中市東勢區南平里豐勢路418號
633,東勢區,合約醫療院所,湯瑪仕小兒科診所,(04)25772366,臺中市東勢區東安里豐勢路445號
634,東勢區,合約醫療院所,東勢潘耳鼻喉科,(04)25880587,臺中市東勢區中寧里豐勢路496號
635,東勢區,合約醫療院所,維恩耳鼻喉科診所,(04)25885413,臺中市東勢區南平里豐勢號372號
636,東勢區,合約醫療院所,東勢農會附屬農民醫院,(04)25771919,臺中市東勢區南平里豐勢路297號
637,東勢區,合約醫療院所,東勢蔡外科診所,(04)25886596,臺中市東勢區中寧里豐勢路510號
638,東勢區,合約醫療院所,一民診所,(04)25875170,臺中市東勢區上新里三民街48號
639,東勢區,合約醫療院所,東勢朱永泰診所,(04)25871700,臺中市東勢區延平里豐勢路172號
640,東勢區,合約醫療院所,張徳旺耳鼻喉科診所,(04)25872206,臺中市東勢區北興里豐勢路559號
641,東勢區,合約醫療院所,陳瑞明診所,(04)25888355,臺中市東勢區北興里豐勢路548號
642,外埔區,衛生所,臺中市外埔區衛生所,(04)26833208,臺中市外埔區甲后路三段1062號
643,外埔區,合約醫療院所,佳優診所,(04)26832807,臺中市外埔區甲后路三段1042號
644,外埔區,合約醫療院所,外埔診所,(04)26878660,臺中市外埔區水美路20-3號
645,外埔區,合約醫療院所,康強診所,(04)26878660,臺中市外埔區水美路20－3號1樓
646,新社區,衛生所,臺中市新社區衛生所,(04)25811704,臺中市新社區興社街四段1號
647,新社區,合約醫療院所,安家安宏診所,(04)25816299,臺中市新社區中興里中興嶺85號
648,新社區,合約醫療院所,興安診所,(04)25816740,臺中市新社區興安路49-2號
649,大安區,衛生所,臺中市大安區衛生所,(04)26713681,臺中市大安區中山南路333號
650,大安區,合約醫療院所,安田診所,(04)26713527,臺中市大安區中山南路281號
651,石岡區,衛生所,臺中市石岡區衛生所,(04)25721887,臺中市石岡區石岡街6號
652,石岡區,合約醫療院所,清海醫院,(04)25721694,臺中市石岡區金星里下坑巷41-2號
653,和平區,衛生所,臺中市和平區衛生所,(04)25942020,臺中市和平區南勢里東關路三段132號
654,和平區,合約醫療院所,禾康診所,(04)25941243,臺中市和平區南勢里東關路三段155號一樓
655,和平區,合約醫療院所,安康診所,(04)25942206,臺中市和平區南勢里東關路三段151-9號
656,和平區,合約醫療院所,和平診所,(04)25942020,臺中市和平區南勢里東關路三段161-6號
657,和平區梨山,衛生所,臺中市和平區梨山衛生所,(04)25989540,臺中市和平區中正路68�
